"","field_pt","date","year","month","day","locality","site","bar","station","transect","tran_length","easting","northing","elev_m","collector","type","gear","neg_e_abs","elev_cat"
"8907","N_A","5/26/2010",2010,5,26,"LC","I","1","LCI1",1,2.5,-999,-999,-0.165,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.165,-0.1
"8908","N_A","5/26/2010",2010,5,26,"LC","I","1","LCI1",1,20,-999,-999,-0.115,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.115,-0.1
"8909","N_A","5/26/2010",2010,5,26,"LC","I","2","LCI2",1,2.5,-999,-999,-0.147,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.147,-0.1
"8910","N_A","5/26/2010",2010,5,26,"LC","I","2","LCI2",1,20,-999,-999,-0.087,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.087,0
"8911","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,2.5,-999,-999,-0.61,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.61,-0.6
"8912","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,5,-999,-999,-0.28,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.28,-0.2
"8913","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,7.5,-999,-999,-0.1,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.1,-0.1
"8914","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,10,-999,-999,-0.01,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.01,0
"8915","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,12.5,-999,-999,-0.04,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.04,0
"8916","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,15,-999,-999,-0.08,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.08,0
"8917","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,17.5,-999,-999,-0.19,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.19,-0.1
"8918","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,20,-999,-999,-0.3,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.3,-0.3
"8919","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,22.5,-999,-999,-0.35,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.35,-0.3
"8920","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,25,-999,-999,-0.41,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.41,-0.4
"8921","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,27.5,-999,-999,-0.445,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.445,-0.4
"8922","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,30,-999,-999,-0.52,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.52,-0.5
"8923","N_A","12/7/2010",2010,12,7,"LC","N","6","LCN6",1,32.6,-999,-999,-0.6,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.6,-0.6
"8924","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,2.5,-999,-999,-0.165,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.165,-0.1
"8925","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,5,-999,-999,-0.12,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.12,-0.1
"8926","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,7.5,-999,-999,-0.105,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.105,-0.1
"8927","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,10,-999,-999,-0.055,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.055,0
"8928","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,12.5,-999,-999,-0.035,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.035,0
"8929","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,17.5,-999,-999,-0.055,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.055,0
"8930","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,20,-999,-999,-0.115,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.115,-0.1
"8931","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,22.5,-999,-999,-0.145,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.145,-0.1
"8932","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,25,-999,-999,-0.165,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.165,-0.1
"8933","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,27.5,-999,-999,-0.2,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.2,-0.2
"8934","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,30,-999,-999,-0.245,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.245,-0.2
"8935","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,32.5,-999,-999,-0.255,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.255,-0.2
"8936","N_A","7/8/2010",2010,7,8,"LC","N","9","LCN9",1,36,-999,-999,-0.305,"UF","REEF","TOPCON_HIPER_LITE+_RTK",0.305,-0.3
