obs,date,year,month,day,start_time,end_time,locality,site,bar,station,transect,counter,tran_length,count_live,count_dead,treatment,pass
5099,43782,2019,11,13,0.604166667,0.614583333,LC,O,12,LCO12,3,jh,15,7,0,rocks,1
5100,43782,2019,11,13,0.604166667,0.614583333,LC,O,12,LCO12,3,ec,17.5,16,0,rocks,1
5101,43782,2019,11,13,0.604166667,0.614583333,LC,O,12,LCO12,3,ec,20,51,0,rocks,1
5102,43782,2019,11,13,0.604166667,0.614583333,LC,O,12,LCO12,3,ec,21.8,64,0,rocks,1
5103,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,ec,2.5,10,1,rocks,1
5104,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,5,27,1,rocks,1
5105,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,7.5,24,0,rocks,1
5106,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,10,63,1,rocks,1
5107,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,12.5,20,0,rocks,1
5108,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,15,18,0,rocks,1
5109,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,17.5,38,1,rocks,1
5110,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,20,44,1,rocks,1
5111,43782,2019,11,13,0.583333333,0.600694444,LC,O,12,LCO12,4,at,22.4,48,0,rocks,1
5112,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,2.5,74,3,rocks,1
5113,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,5,8,0,rocks,1
5114,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,7.5,11,0,rocks,1
5115,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,10,41,2,rocks,1
5116,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,12.5,43,0,rocks,1
5117,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,15,49,1,rocks,1
5118,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,17.5,21,0,rocks,1
5119,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,20,20,0,rocks,1
5120,43782,2019,11,13,0.583333333,0.597222222,LC,O,12,LCO12,5,ec,21.4,28,0,rocks,1
5121,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,at,2.5,3,0,control,1
5122,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,at,5,29,6,control,1
5123,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,at,7.5,72,14,control,1
5124,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,at,10,111,27,control,1
5125,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,at,12.5,179,27,control,1
5126,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,ec,15,159,19,control,1
5127,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,ec,17.5,102,15,control,1
5128,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,jh,20,157,39,control,1
5129,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,jh,22.5,122,23,control,1
5130,43783,2019,11,14,0.631944444,0.642361111,LC,I,14,LCI14,2,jh,23.8,0,0,control,1
5131,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,jh,2.5,10,2,control,1
5132,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,jh,5,14,2,control,1
5133,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,jh,7.5,4,1,control,1
5134,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,jh,10,29,2,control,1
5135,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,12.5,11,5,control,1
5136,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,15,0,0,control,1
5137,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,17.5,0,0,control,1
5138,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,20,0,0,control,1
5139,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,22.5,0,0,control,1
5140,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,25,0,0,control,1
5141,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,27.5,0,0,control,1
5142,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,2,ec,28.8,3,1,control,1
5143,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,at,2.5,6,0,control,1
5144,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,at,5,0,0,control,1
5145,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,at,7.5,0,1,control,1
5146,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,at,10,8,0,control,1
5147,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,at,12.5,3,1,control,1
5148,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,15,7,2,control,1
5149,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,17.5,11,0,control,1
5150,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,20,16,2,control,1
5151,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,22.5,8,0,control,1
5152,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,25,7,0,control,1
5153,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,27.5,5,0,control,1
5154,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,30,0,0,control,1
5155,43783,2019,11,14,0.607638889,0.618055556,LC,N,3,LCN3,3,jh,30.6,7,1,control,1
5156,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,ec,2.5,50,0,rocks,1
5157,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,ec,5,8,1,rocks,1
5158,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,ec,7.5,67,1,rocks,1
5159,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,ec,10,38,0,rocks,1
5160,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,jh,12.5,15,2,rocks,1
5161,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,jh,15,18,1,rocks,1
5162,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,jh,17.5,42,0,rocks,1
5163,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,jh,20,11,4,rocks,1
5164,43783,2019,11,14,0.541666667,0.555555556,LC,O,16,LCO16,4,jh,21.1,0,0,rocks,1
5165,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,at,2.5,17,1,rocks,1
5166,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,at,5,28,1,rocks,1
5167,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,at,7.5,22,2,rocks,1
5168,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,at,10,26,0,rocks,1
5169,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,at,12.5,29,0,rocks,1
5170,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,jh,15,82,2,rocks,1
5171,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,jh,17.5,34,0,rocks,1
5172,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,jh,20,7,0,rocks,1
5173,43783,2019,11,14,0.541666667,0.559027778,LC,O,16,LCO16,5,jh,20.7,5,2,rocks,1
5174,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,2.5,55,0,rocks,1
5175,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,5,70,0,rocks,1
5176,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,7.5,34,0,rocks,1
5177,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,10,76,2,rocks,1
5178,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,12.5,39,0,rocks,1
5179,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,15,29,3,rocks,1
5180,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,17.5,28,1,rocks,1
5181,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,20,26,2,rocks,1
5182,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,at,21,21,1,rocks,1
5183,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,2.5,53,0,rocks,2
5184,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,5,44,1,rocks,2
5185,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,7.5,46,0,rocks,2
5186,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,10,78,0,rocks,2
5187,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,12.5,34,0,rocks,2
5188,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,15,33,2,rocks,2
5189,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,17.5,18,2,rocks,2
5190,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,20,19,1,rocks,2
5191,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,6,jh,21,29,1,rocks,2
5192,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,2.5,130,2,rocks,1
5193,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,5,35,1,rocks,1
5194,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,7.5,45,1,rocks,1
5195,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,10,80,2,rocks,1
5196,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,12.5,38,1,rocks,1
5197,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,15,19,0,rocks,1
5198,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,17.5,40,2,rocks,1
5199,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,20,42,0,rocks,1
5200,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,ec,20.3,14,0,rocks,1
5201,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,at,2.5,71,1,rocks,2
5202,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,at,5,32,0,rocks,2
5203,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,at,7.5,12,1,rocks,2
5204,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,at,10,70,1,rocks,2
5205,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,at,12.5,46,0,rocks,2
5206,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,at,15,20,0,rocks,2
5207,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,sb,17.5,37,0,rocks,2
5208,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,sb,20,34,0,rocks,2
5209,43783,2019,11,14,0.5625,0.586805556,LC,O,16,LCO16,7,sb,20.3,11,0,rocks,2
5210,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,at,2.5,153,11,control,1
5211,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,at,5,185,28,control,1
5212,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,at,7.5,207,31,control,1
5213,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,at,10,221,27,control,1
5214,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,at,12.5,228,42,control,1
5215,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,ec,15,224,52,control,1
5216,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,ec,17.5,219,38,control,1
5217,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,ec,20,301,50,control,1
5218,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,ec,22.5,280,35,control,1
5219,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,jh,25,282,51,control,1
5220,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,jh,27.5,139,22,control,1
5221,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,jh,30,141,27,control,1
5222,43784,2019,11,15,0.569444444,0.590277778,LT,I,8,LTI8,1,jh,32,203,28,control,1
5223,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,jh,2.5,52,6,control,1
5224,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,jh,5,49,2,control,1
5225,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,jh,7.5,37,1,control,1
5226,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,jh,10,54,9,control,1
5227,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,ec,12.5,50,2,control,1
5228,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,ec,15,55,2,control,1
5229,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,ec,17.5,78,4,control,1
5230,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,ec,20,76,3,control,1
5231,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,ec,22.5,59,3,control,1
5232,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,25,30,1,control,1
5233,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,27.5,38,2,control,1
5234,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,30,60,3,control,1
5235,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,32.5,39,2,control,1
5236,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,35,11,0,control,1
5237,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,37.5,25,0,control,1
5238,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,40,12,0,control,1
5239,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,42.5,25,2,control,1
5240,43784,2019,11,15,0.604166667,0.618055556,LT,I,9,LTI9,1,at,42.8,0,0,control,1
5241,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,at,2.5,10,0,control,1
5242,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,at,5,17,2,control,1
5243,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,at,7.5,10,1,control,1
5244,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,at,10,33,3,control,1
5245,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,at,12.5,76,6,control,1
5246,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,at,15,19,1,control,1
5247,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,jh,17.5,19,1,control,1
5248,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,ec,20,40,3,control,1
5249,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,ec,22.5,39,1,control,1
5250,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,ec,25,18,1,control,1
5251,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,ec,27.5,20,1,control,1
5252,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,ec,30,12,0,control,1
5253,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,ec,32.5,64,3,control,1
5254,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,jh,35,42,1,control,1
5255,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,jh,37.5,20,2,control,1
5256,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,jh,40,30,3,control,1
5257,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,jh,42.5,32,0,control,1
5258,43784,2019,11,15,0.631944444,0.645833333,NN,I,3,NNI3,3,jh,43.1,8,0,control,1
5259,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,2.5,78,4,control,1
5260,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,5,155,21,control,1
5261,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,7.5,51,3,control,1
5262,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,10,257,78,control,1
5263,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,12.5,246,42,control,1
5264,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,15,163,24,control,1
5265,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,17.5,123,23,control,1
5266,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,20,37,8,control,1
5267,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,jv,22.5,65,5,control,1
5268,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,ec,25,47,2,control,1
5269,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,ec,27.5,32,4,control,1
5270,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,ec,30,38,7,control,1
5271,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,ec,32.5,31,21,control,1
5272,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,35,125,14,control,1
5273,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,37.5,151,20,control,1
5274,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,40,93,18,control,1
5275,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,42.5,56,14,control,1
5276,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,45,19,2,control,1
5277,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,tc,47.5,7,1,control,1
5278,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,jv,50,50,4,control,1
5279,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,jv,52.5,57,3,control,1
5280,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,jv,55,21,1,control,1
5281,43795,2019,11,26,0.541666667,0.572916667,LC,I,3,LCI3,2,jv,57.4,12,13,control,1
5282,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,tc,2.5,28,0,rocks,1
5283,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,tc,5,76,4,rocks,1
5284,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,tc,7.5,73,0,rocks,1
5285,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,jv,10,23,0,rocks,1
5286,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,tc,12.5,16,1,rocks,1
5287,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,tc,15,7,1,rocks,1
5288,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,ec,17.5,55,0,rocks,1
5289,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,ec,20,32,0,rocks,1
5290,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,ec,22.5,36,3,rocks,1
5291,43795,2019,11,26,0.5,0.520833333,LC,O,11A,LCO11A,1,ec,23,10,0,rocks,1
5292,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,tc,2.5,17,6,control,1
5293,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,tc,5,44,5,control,1
5294,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,tc,7.5,55,13,control,1
5295,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,tc,10,141,18,control,1
5296,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,tc,12.5,223,31,control,1
5297,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,ec,15,228,26,control,1
5298,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,ec,17.5,243,24,control,1
5299,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,ec,20,239,41,control,1
5300,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,tc,22.5,143,34,control,1
5301,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,jh,25,247,29,control,1
5302,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,jh,27.5,212,23,control,1
5303,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,at,30,139,13,control,1
5304,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,at,32.5,41,3,control,1
5305,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,at,35,5,8,control,1
5306,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,at,37.5,1,0,control,1
5307,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,at,40,2,0,control,1
5308,43811,2019,12,12,0.711805556,0.725694444,LC,N,10,LCN10,1,at,41.4,0,1,control,1
5309,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,tc,2.5,20,2,rocks,1
5310,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,tc,5,22,3,rocks,1
5311,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,tc,7.5,46,0,rocks,1
5312,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,tc,10,44,0,rocks,1
5313,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,tc,12.5,66,4,rocks,1
5314,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,at,15,6,0,rocks,1
5315,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,at,17.5,22,3,rocks,1
5316,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,at,20,10,0,rocks,1
5317,43811,2019,12,12,0.6875,0.694444444,LC,O,20,LCO20,5,at,21.2,3,0,rocks,1
5318,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,tc,2.5,33,0,rocks,1
5319,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,tc,5,76,6,rocks,1
5320,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,tc,7.5,18,0,rocks,1
5321,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,ec,10,79,2,rocks,1
5322,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,jh,12.5,-999,-999,rocks,1
5323,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,jh,15,81,2,rocks,1
5324,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,at,17.5,35,1,rocks,1
5325,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,at,20,66,3,rocks,1
5326,43811,2019,12,12,0.694444444,0.697916667,LC,O,20,LCO20,6,at,20.3,1,0,rocks,1
5327,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,ec,2.5,114,7,rocks,1
5328,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,ec,5,91,3,rocks,1
5329,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,ec,7.5,118,2,rocks,1
5330,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,ec,10,85,2,rocks,1
5331,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,jh,12.5,111,1,rocks,1
5332,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,jh,15,61,1,rocks,1
5333,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,jh,17.5,77,3,rocks,1
5334,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,jh,20,101,0,rocks,1
5335,43811,2019,12,12,0.680555556,0.6875,LC,O,20,LCO20,7,jh,20.3,43,0,rocks,1
5336,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,tc,2.5,153,2,rocks,1
5337,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,tc,5,107,0,rocks,1
5338,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,tc,7.5,81,0,rocks,1
5339,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,tc,10,58,2,rocks,1
5340,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,tc,12.5,16,1,rocks,1
5341,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,tc,15,17,0,rocks,1
5342,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,at,17.5,24,0,rocks,1
5343,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,at,20,154,0,rocks,1
5344,43811,2019,12,12,0.677083333,0.684027778,LC,O,20,LCO20,8,at,20.8,-999,-999,rocks,1
5345,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,ec,2.5,18,0,rocks,1
5346,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,ec,5,41,2,rocks,1
5347,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,ec,7.5,27,0,rocks,1
5348,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,ec,10,55,0,rocks,1
5349,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,jh,12.5,34,4,rocks,1
5350,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,jh,15,32,2,rocks,1
5351,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,jh,17.5,35,1,rocks,1
5352,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,jh,20,67,3,rocks,1
5353,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,jh,21.8,14,2,rocks,1
5354,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,at,2.5,19,0,rocks,2
5355,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,at,5,16,1,rocks,2
5356,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,at,7.5,18,1,rocks,2
5357,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,at,10,47,0,rocks,2
5358,43811,2019,12,12,0.649305556,0.659722222,LC,O,21,LCO21,7,at,12.5,30,4,rocks,2
